,Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
1333,3:00:00 PM,16,Monday,40,20,36,7,103,normal
1334,5:30:00 PM,29,Sunday,141,30,27,7,205,heavy
1335,3:45:00 PM,22,Saturday,53,12,25,20,110,normal
1336,4:15:00 PM,8,Wednesday,118,17,28,8,171,heavy
1337,7:45:00 PM,1,Wednesday,96,24,18,10,148,normal
1338,4:15:00 PM,15,Sunday,141,18,28,8,195,heavy
1339,2:00:00 PM,11,Wednesday,43,13,30,20,106,normal
1340,12:15:00 AM,11,Wednesday,18,0,0,29,47,normal
1341,12:45:00 AM,30,Monday,12,0,0,24,36,normal
1342,5:30:00 AM,13,Friday,63,10,6,12,91,low
1343,11:45:00 AM,13,Friday,179,46,27,3,255,heavy
1344,9:30:00 PM,26,Thursday,62,13,16,28,119,high
1345,1:45:00 PM,25,Wednesday,25,11,24,17,77,normal
1346,5:00:00 PM,23,Monday,119,29,40,10,198,heavy
1347,6:30:00 AM,31,Tuesday,137,23,27,0,187,heavy
1348,2:30:00 AM,24,Tuesday,15,5,1,16,37,normal
1349,8:15:00 PM,16,Monday,75,9,13,28,125,high
1350,5:15:00 PM,6,Monday,119,28,46,9,202,heavy
1351,5:45:00 AM,10,Tuesday,57,13,3,11,84,low
1352,5:00:00 AM,25,Wednesday,85,7,3,18,113,normal
1353,11:30:00 PM,23,Monday,14,4,1,27,46,normal
1354,12:30:00 AM,23,Monday,10,2,1,12,25,low
1355,12:45:00 AM,1,Wednesday,15,5,1,12,33,low
1356,3:30:00 PM,16,Monday,62,15,8,11,96,low
1357,2:30:00 PM,12,Thursday,33,21,25,5,84,normal
1358,10:30:00 PM,16,Monday,17,2,0,28,47,normal
1359,4:45:00 PM,3,Friday,90,21,0,0,111,low
1360,9:00:00 PM,2,Thursday,95,15,18,9,137,normal
1361,2:00:00 AM,14,Saturday,20,2,0,12,34,low
1362,12:30:00 PM,12,Thursday,59,10,14,23,106,normal
1363,8:00:00 AM,13,Friday,47,10,4,10,71,low
1364,4:45:00 PM,21,Sunday,116,35,42,6,199,heavy
1365,5:15:00 AM,7,Tuesday,59,27,10,18,114,normal
1366,4:00:00 AM,27,Friday,10,4,0,36,50,normal
1367,8:30:00 AM,28,Saturday,135,11,23,5,174,heavy
1368,5:30:00 PM,2,Thursday,146,22,50,10,228,heavy
1369,11:15:00 AM,28,Saturday,63,7,10,29,109,normal
1370,4:15:00 PM,17,Tuesday,107,28,38,9,182,heavy
1371,8:45:00 PM,16,Monday,77,17,17,22,133,high
1372,6:00:00 AM,15,Sunday,111,18,41,2,172,heavy
1373,7:00:00 PM,1,Wednesday,87,6,18,30,141,high
1374,4:45:00 AM,2,Thursday,116,20,5,14,155,normal
1375,5:45:00 AM,27,Friday,77,20,4,13,114,normal
1376,4:30:00 PM,3,Friday,59,25,8,0,92,low
1377,9:30:00 AM,24,Tuesday,41,12,15,10,78,low
1378,7:00:00 PM,10,Tuesday,90,12,10,13,125,normal
1379,10:15:00 PM,7,Tuesday,11,3,1,39,54,normal
1380,4:45:00 PM,12,Thursday,113,13,42,10,178,heavy
1381,5:30:00 PM,16,Monday,127,32,29,7,195,heavy
1382,7:00:00 PM,8,Wednesday,59,13,18,27,117,high
1383,5:00:00 PM,22,Saturday,110,30,46,5,191,heavy
1384,1:45:00 AM,23,Monday,17,3,0,10,30,low
1385,10:00:00 AM,27,Friday,167,60,27,3,257,heavy
1386,10:30:00 PM,18,Wednesday,14,1,1,25,41,normal
1387,10:15:00 PM,20,Friday,16,5,0,26,47,normal
1388,9:45:00 AM,23,Monday,66,2,10,28,106,normal
1389,3:45:00 PM,29,Sunday,68,28,31,15,142,high
1390,5:00:00 PM,17,Tuesday,147,28,23,5,203,heavy
1391,4:15:00 PM,18,Wednesday,138,39,31,7,215,heavy
1392,11:30:00 AM,27,Friday,154,61,16,3,234,heavy
1393,11:15:00 AM,26,Thursday,52,10,9,23,94,normal
1394,7:45:00 AM,4,Saturday,137,13,31,5,186,heavy
1395,1:15:00 AM,31,Tuesday,20,0,1,20,41,normal
1396,8:45:00 AM,29,Sunday,149,20,30,5,204,heavy
1397,10:30:00 PM,24,Tuesday,16,1,0,29,46,normal
1398,9:30:00 AM,21,Sunday,12,25,39,28,104,normal
1399,7:15:00 AM,11,Wednesday,125,32,50,5,212,heavy
1400,3:30:00 AM,19,Thursday,17,4,1,20,42,normal
1401,7:30:00 PM,7,Tuesday,58,23,14,34,129,high
1402,12:30:00 AM,3,Friday,17,1,0,32,50,normal
1403,10:15:00 PM,16,Monday,12,1,0,11,24,low
1404,1:30:00 AM,21,Sunday,18,0,1,30,49,normal
1405,8:45:00 AM,21,Sunday,139,36,40,3,218,heavy
1406,7:45:00 PM,18,Wednesday,97,25,19,24,165,high
1407,7:30:00 AM,31,Tuesday,108,35,22,3,168,heavy
1408,2:45:00 AM,11,Wednesday,12,2,0,19,33,normal
1409,5:00:00 AM,30,Monday,94,1,1,14,110,normal
1410,12:15:00 PM,14,Saturday,39,10,4,29,82,normal
1411,7:30:00 AM,2,Thursday,141,39,40,5,225,heavy
1412,9:00:00 PM,5,Sunday,109,6,15,18,148,normal
1413,4:45:00 AM,3,Friday,76,9,7,13,105,normal
1414,4:45:00 AM,15,Sunday,86,24,3,18,131,normal
1415,3:15:00 AM,18,Wednesday,14,5,0,17,36,normal
1416,2:30:00 AM,2,Thursday,16,2,0,35,53,normal
1417,8:00:00 PM,30,Monday,68,6,15,34,123,high
1418,1:15:00 AM,5,Sunday,19,1,0,11,31,low
1419,12:15:00 AM,6,Monday,13,1,0,24,38,normal
1420,10:45:00 PM,7,Tuesday,12,0,1,32,45,normal
1421,4:45:00 PM,24,Tuesday,103,17,28,5,153,high
1422,3:45:00 PM,27,Friday,51,27,25,2,105,normal
1423,10:15:00 AM,10,Tuesday,27,16,36,30,109,normal
1424,3:00:00 AM,26,Thursday,17,5,1,19,42,normal
1425,6:15:00 AM,30,Monday,148,26,25,0,199,heavy
1426,8:15:00 AM,28,Saturday,109,28,39,2,178,heavy
1427,10:15:00 PM,30,Monday,15,1,0,34,50,normal
1428,8:15:00 AM,4,Saturday,105,14,35,2,156,high
1429,11:45:00 PM,10,Tuesday,17,2,0,22,41,normal
1430,10:30:00 PM,28,Saturday,14,3,0,20,37,normal
1431,4:00:00 PM,28,Saturday,101,37,48,9,195,heavy
1432,8:45:00 AM,4,Saturday,116,22,30,3,171,heavy
1433,6:30:00 PM,7,Tuesday,120,15,34,8,177,heavy
1434,8:00:00 AM,22,Saturday,111,38,50,5,204,heavy
1435,9:15:00 PM,14,Saturday,82,5,12,34,133,high
1436,12:30:00 PM,14,Saturday,38,9,8,22,77,normal
1437,4:00:00 PM,18,Wednesday,110,15,46,5,176,heavy
1438,6:15:00 PM,28,Saturday,115,23,22,7,167,normal
1439,11:30:00 AM,3,Friday,140,67,20,4,231,heavy
1440,9:30:00 AM,7,Tuesday,28,7,25,18,78,normal
1441,6:45:00 AM,25,Wednesday,150,17,28,0,195,heavy
1442,11:15:00 AM,14,Saturday,59,7,13,21,100,normal
1443,8:00:00 PM,18,Wednesday,98,8,10,19,135,normal
1444,8:15:00 PM,18,Wednesday,94,13,19,25,151,high
1445,9:15:00 PM,9,Thursday,91,5,12,34,142,high
1446,1:00:00 PM,22,Saturday,43,9,3,25,80,normal
1447,3:15:00 AM,2,Thursday,14,5,0,19,38,normal
1448,2:15:00 AM,31,Tuesday,19,1,1,28,49,normal
1449,7:00:00 AM,25,Wednesday,136,29,23,0,188,heavy
1450,9:15:00 AM,17,Tuesday,66,16,22,13,117,normal
1451,7:45:00 PM,27,Friday,22,7,1,2,32,low
1452,7:30:00 AM,28,Saturday,143,28,27,4,202,heavy
1453,10:15:00 AM,21,Sunday,81,10,39,29,159,high
1454,6:00:00 AM,31,Tuesday,129,31,36,1,197,heavy
1455,10:45:00 AM,8,Wednesday,84,9,31,17,141,high
1456,7:15:00 AM,5,Sunday,105,17,29,4,155,high
1457,5:45:00 PM,13,Friday,67,28,25,0,120,normal
1458,1:45:00 PM,16,Monday,70,22,38,7,137,high
1459,4:45:00 AM,8,Wednesday,103,26,6,12,147,normal
1460,8:15:00 PM,17,Tuesday,93,6,15,17,131,normal
1461,12:30:00 AM,19,Thursday,10,3,1,32,46,normal
1462,6:30:00 PM,18,Wednesday,101,13,47,10,171,heavy
1463,9:15:00 AM,26,Thursday,45,4,30,29,108,normal
1464,3:45:00 PM,13,Friday,82,23,14,0,119,normal
1465,12:30:00 AM,16,Monday,16,3,0,34,53,normal
1466,4:30:00 PM,9,Thursday,107,14,44,5,170,heavy
1467,3:15:00 AM,15,Sunday,18,3,0,28,49,normal
1468,3:45:00 PM,16,Monday,81,20,14,12,127,normal
1469,6:00:00 PM,23,Monday,110,12,47,8,177,heavy
1470,3:45:00 PM,26,Thursday,14,21,23,6,64,normal
1471,9:15:00 PM,7,Tuesday,86,12,17,18,133,normal
1472,10:45:00 AM,24,Tuesday,69,17,5,28,119,high
1473,8:00:00 AM,29,Sunday,140,31,21,4,196,heavy
1474,3:30:00 AM,31,Tuesday,10,1,0,39,50,normal
1475,10:45:00 PM,31,Tuesday,14,2,0,40,56,normal
1476,4:30:00 AM,3,Friday,39,20,1,10,70,low
1477,12:00:00 PM,15,Sunday,62,10,11,22,105,normal
1478,4:30:00 AM,21,Sunday,104,22,7,11,144,normal
1479,11:00:00 AM,13,Friday,169,70,20,3,262,heavy
1480,12:15:00 AM,22,Saturday,14,3,0,23,40,normal
1481,3:15:00 PM,1,Wednesday,73,29,23,7,132,normal
1482,2:45:00 AM,21,Sunday,12,2,1,10,25,low
1483,11:30:00 PM,9,Thursday,16,5,0,27,48,normal
1484,1:15:00 PM,17,Tuesday,7,16,11,14,48,normal
1485,5:45:00 AM,16,Monday,96,9,1,16,122,normal
1486,2:15:00 AM,1,Wednesday,10,4,0,19,33,normal
1487,1:30:00 PM,23,Monday,103,10,23,7,143,normal
1488,12:45:00 PM,5,Sunday,21,8,4,28,61,normal
1489,1:00:00 PM,18,Wednesday,49,5,11,21,86,normal
1490,9:30:00 PM,1,Wednesday,98,9,15,18,140,normal
1491,8:15:00 PM,7,Tuesday,69,8,13,28,118,high
1492,3:30:00 PM,6,Monday,6,11,34,20,71,normal
1493,4:15:00 PM,11,Wednesday,113,14,20,5,152,normal
1494,11:30:00 AM,18,Wednesday,21,10,6,30,67,normal
1495,9:15:00 PM,23,Monday,65,24,14,19,122,normal
1496,7:15:00 AM,28,Saturday,116,22,37,2,177,heavy
1497,7:00:00 AM,13,Friday,57,14,3,11,85,low
1498,7:30:00 PM,3,Friday,36,6,7,2,51,low
1499,10:15:00 PM,14,Saturday,14,1,1,40,56,normal
1500,5:00:00 AM,12,Thursday,85,22,9,9,125,normal
1501,1:00:00 PM,7,Tuesday,36,5,6,20,67,normal
1502,1:30:00 AM,25,Wednesday,19,1,1,11,32,low
1503,7:30:00 AM,17,Tuesday,130,10,37,1,178,heavy
1504,11:30:00 PM,16,Monday,12,4,0,21,37,normal
1505,7:30:00 AM,19,Thursday,132,33,35,2,202,heavy
1506,10:45:00 AM,22,Saturday,37,19,38,12,106,normal
1507,10:00:00 AM,12,Thursday,26,2,39,26,93,normal
1508,12:30:00 PM,30,Monday,46,9,11,23,89,normal
1509,9:30:00 PM,23,Monday,94,10,11,22,137,high
1510,7:45:00 AM,20,Friday,54,11,4,12,81,low
1511,11:45:00 AM,18,Wednesday,48,8,11,22,89,normal
1512,12:30:00 AM,1,Wednesday,19,1,1,18,39,normal
1513,6:30:00 PM,3,Friday,63,30,21,0,114,normal
1514,10:45:00 AM,29,Sunday,54,24,37,20,135,high
1515,1:00:00 PM,6,Monday,68,7,5,25,105,normal
1516,1:45:00 AM,17,Tuesday,15,3,0,19,37,normal
1517,5:00:00 PM,24,Tuesday,136,38,20,5,199,heavy
1518,3:30:00 PM,21,Sunday,77,23,13,9,122,normal
1519,3:45:00 AM,27,Friday,20,1,0,23,44,normal
1520,9:00:00 PM,26,Thursday,98,18,20,22,158,high
1521,3:00:00 PM,23,Monday,11,18,22,10,61,normal
1522,5:45:00 AM,29,Sunday,108,24,2,19,153,normal
1523,2:00:00 PM,24,Tuesday,75,23,31,13,142,high
1524,6:45:00 AM,22,Saturday,140,21,39,3,203,heavy
1525,1:30:00 AM,6,Monday,15,2,1,16,34,normal
1526,8:30:00 AM,1,Wednesday,127,18,28,3,176,heavy
1527,9:15:00 AM,12,Thursday,24,18,37,18,97,normal
1528,9:45:00 AM,3,Friday,168,68,27,2,265,heavy
1529,10:30:00 PM,6,Monday,13,5,1,23,42,normal
1530,3:30:00 AM,7,Tuesday,18,2,1,27,48,normal
1531,1:00:00 PM,17,Tuesday,28,6,3,27,64,normal
1532,1:45:00 PM,5,Sunday,120,21,22,14,177,heavy
1533,3:30:00 PM,20,Friday,60,27,17,2,106,normal
1534,11:00:00 PM,4,Saturday,19,2,0,36,57,normal
1535,5:15:00 PM,10,Tuesday,122,37,23,8,190,heavy
1536,10:45:00 AM,9,Thursday,99,18,39,19,175,heavy
1537,12:30:00 PM,20,Friday,173,63,13,2,251,heavy
1538,6:45:00 AM,7,Tuesday,129,14,43,5,191,heavy
1539,5:45:00 AM,18,Wednesday,50,4,6,13,73,normal
1540,11:30:00 PM,25,Wednesday,17,2,0,23,42,normal
1541,5:45:00 AM,15,Sunday,111,6,2,5,124,normal
1542,12:45:00 PM,15,Sunday,20,10,12,24,66,normal
1543,2:00:00 AM,12,Thursday,18,1,1,34,54,normal
1544,8:00:00 AM,26,Thursday,135,23,48,0,206,heavy
1545,5:45:00 AM,9,Thursday,90,21,2,14,127,normal
1546,7:30:00 PM,20,Friday,39,5,4,11,59,low
1547,5:45:00 PM,12,Thursday,109,16,41,9,175,heavy
1548,12:30:00 PM,16,Monday,69,5,13,27,114,high
1549,7:45:00 AM,14,Saturday,124,34,24,4,186,heavy
1550,5:00:00 AM,29,Sunday,82,2,4,14,102,normal
1551,10:00:00 PM,16,Monday,15,5,1,32,53,normal
1552,11:30:00 AM,1,Wednesday,42,6,10,21,79,normal
1553,4:15:00 PM,9,Thursday,116,24,36,6,182,heavy
1554,4:15:00 AM,7,Tuesday,116,0,1,9,126,normal
1555,5:00:00 PM,8,Wednesday,120,35,43,7,205,heavy
1556,1:00:00 AM,1,Wednesday,13,2,1,26,42,normal
1557,4:45:00 PM,20,Friday,50,26,9,1,86,low
1558,5:30:00 PM,5,Sunday,140,35,41,5,221,heavy
1559,8:00:00 AM,28,Saturday,121,35,32,0,188,heavy
1560,3:15:00 PM,4,Saturday,120,30,28,15,193,heavy
1561,7:00:00 AM,29,Sunday,132,25,40,2,199,heavy
1562,3:15:00 PM,23,Monday,28,15,27,12,82,normal
1563,3:00:00 PM,2,Thursday,24,20,15,17,76,normal
1564,4:00:00 AM,30,Monday,20,4,0,34,58,normal
1565,8:15:00 PM,26,Thursday,90,19,15,13,137,normal
1566,12:15:00 PM,26,Thursday,70,10,3,30,113,high
1567,8:30:00 PM,12,Thursday,50,7,11,23,91,normal
1568,2:15:00 PM,6,Monday,49,21,11,20,101,normal
1569,4:45:00 PM,26,Thursday,122,16,28,6,172,heavy
1570,5:30:00 PM,7,Tuesday,145,39,23,6,213,heavy
1571,2:00:00 AM,8,Wednesday,15,1,0,21,37,normal
1572,12:30:00 AM,10,Tuesday,46,0,3,6,55,low
1573,2:00:00 PM,22,Saturday,20,27,32,12,91,normal
1574,1:30:00 PM,5,Sunday,90,30,32,8,160,high
1575,10:45:00 PM,20,Friday,14,5,0,11,30,low
1576,4:45:00 PM,4,Saturday,133,17,22,8,180,heavy
1577,2:15:00 PM,28,Saturday,67,12,10,20,109,normal
1578,2:45:00 PM,30,Monday,62,29,31,11,133,high
1579,4:45:00 PM,1,Wednesday,134,15,29,8,186,heavy
1580,9:30:00 AM,30,Monday,38,8,6,5,57,low
1581,4:30:00 AM,16,Monday,91,8,6,2,107,low
1582,8:15:00 AM,30,Monday,138,39,45,4,226,heavy
1583,8:00:00 AM,25,Wednesday,131,19,26,1,177,heavy
1584,11:30:00 PM,31,Tuesday,14,5,0,13,32,normal
1585,2:45:00 PM,31,Tuesday,50,24,30,5,109,normal
1586,1:30:00 PM,9,Thursday,95,28,22,9,154,normal
1587,1:30:00 AM,24,Tuesday,15,0,1,26,42,normal
1588,7:00:00 PM,4,Saturday,91,17,18,29,155,high
1589,4:15:00 PM,3,Friday,50,24,11,0,85,low
1590,11:00:00 PM,19,Thursday,13,4,0,32,49,normal
1591,4:00:00 AM,25,Wednesday,20,3,1,35,59,normal
1592,9:00:00 AM,4,Saturday,143,28,46,1,218,heavy
1593,11:00:00 PM,21,Sunday,20,4,1,26,51,normal
1594,4:15:00 PM,12,Thursday,135,37,34,5,211,heavy
1595,8:15:00 AM,22,Saturday,144,20,32,4,200,heavy
1596,9:00:00 PM,4,Saturday,61,10,16,27,114,high
1597,7:00:00 PM,22,Saturday,54,17,17,19,107,normal
1598,7:30:00 PM,28,Saturday,105,23,15,18,161,normal
1599,2:30:00 AM,22,Saturday,14,5,0,10,29,low
1600,8:30:00 PM,4,Saturday,106,12,16,9,143,normal
1601,7:15:00 AM,26,Thursday,101,35,42,3,181,heavy
1602,12:00:00 AM,27,Friday,16,3,0,28,47,normal
1603,6:45:00 PM,18,Wednesday,105,17,13,23,158,high
1604,7:00:00 AM,31,Tuesday,134,10,44,0,188,heavy
1605,10:30:00 PM,13,Friday,12,0,1,17,30,normal
1606,6:15:00 AM,24,Tuesday,124,25,31,1,181,heavy
1607,10:00:00 PM,10,Tuesday,13,1,0,19,33,normal
1608,11:00:00 AM,23,Monday,57,9,5,23,94,normal
1609,8:30:00 AM,27,Friday,31,15,4,12,62,low
1610,9:45:00 AM,24,Tuesday,41,9,7,27,84,normal
1611,9:45:00 PM,27,Friday,26,3,2,3,34,low
1612,2:00:00 PM,21,Sunday,45,16,15,5,81,low
1613,7:00:00 AM,28,Saturday,108,13,38,1,160,high
1614,9:15:00 PM,31,Tuesday,64,14,10,6,94,low
1615,1:30:00 PM,26,Thursday,82,30,32,10,154,high
1616,1:15:00 PM,8,Wednesday,19,21,25,15,80,normal
1617,11:30:00 AM,22,Saturday,67,5,7,22,101,normal
1618,4:00:00 PM,31,Tuesday,126,24,35,8,193,heavy
1619,7:00:00 AM,8,Wednesday,112,33,29,3,177,heavy
1620,9:30:00 AM,20,Friday,170,62,18,2,252,heavy
1621,1:00:00 AM,11,Wednesday,20,1,1,30,52,normal
1622,2:45:00 AM,17,Tuesday,20,4,1,23,48,normal
1623,9:30:00 AM,13,Friday,131,52,15,0,198,heavy
1624,1:30:00 AM,12,Thursday,18,5,1,12,36,low
1625,9:15:00 PM,21,Sunday,87,16,10,16,129,normal
1626,10:45:00 PM,4,Saturday,18,1,0,18,37,normal
1627,12:30:00 AM,24,Tuesday,20,4,0,32,56,normal
1628,2:00:00 PM,19,Thursday,52,13,15,10,90,low
1629,1:15:00 PM,29,Sunday,47,26,6,20,99,normal
1630,3:30:00 AM,9,Thursday,15,0,1,24,40,normal
1631,12:15:00 PM,18,Wednesday,69,5,13,22,109,normal
1632,9:45:00 AM,1,Wednesday,79,8,16,12,115,normal
1633,3:45:00 AM,18,Wednesday,19,0,0,18,37,normal
1634,7:00:00 AM,26,Thursday,146,17,34,0,197,heavy
1635,6:45:00 PM,11,Wednesday,103,21,11,11,146,normal
1636,12:00:00 AM,8,Wednesday,17,2,1,20,40,normal
1637,1:45:00 AM,16,Monday,19,4,0,17,40,normal
1638,12:00:00 AM,23,Monday,13,2,1,17,33,normal
1639,5:15:00 PM,30,Monday,124,23,46,5,198,heavy
1640,5:45:00 AM,1,Wednesday,84,16,10,5,115,normal
1641,7:00:00 AM,3,Friday,27,10,2,12,51,low
1642,11:45:00 PM,19,Thursday,14,0,1,21,36,normal
1643,9:45:00 AM,28,Saturday,42,9,37,28,116,high
1644,1:15:00 PM,11,Wednesday,104,17,25,20,166,normal
1645,9:15:00 AM,11,Wednesday,39,10,37,16,102,normal
1646,9:30:00 PM,20,Friday,26,3,5,3,37,low
1647,3:00:00 PM,7,Tuesday,114,11,39,13,177,heavy
1648,1:15:00 AM,7,Tuesday,17,3,0,36,56,normal
1649,10:30:00 AM,27,Friday,180,62,26,4,272,heavy
1650,6:45:00 AM,5,Sunday,114,30,21,2,167,normal
1651,2:00:00 AM,28,Saturday,11,2,0,18,31,normal
1652,5:45:00 AM,26,Thursday,73,11,4,3,91,low
1653,10:00:00 AM,17,Tuesday,78,22,16,25,141,high
1654,12:15:00 AM,29,Sunday,14,2,1,26,43,normal
1655,9:00:00 PM,25,Wednesday,76,9,17,14,116,normal
1656,3:00:00 AM,19,Thursday,12,3,1,13,29,normal
1657,9:30:00 PM,31,Tuesday,71,14,17,10,112,normal
1658,6:45:00 PM,14,Saturday,93,24,17,23,157,high
1659,5:30:00 PM,18,Wednesday,134,39,21,9,203,heavy
1660,10:00:00 PM,22,Saturday,12,5,0,27,44,normal
1661,4:45:00 PM,30,Monday,147,21,40,9,217,heavy
1662,9:15:00 PM,27,Friday,47,6,2,12,67,low
1663,5:45:00 PM,1,Wednesday,129,13,43,6,191,heavy
1664,10:45:00 PM,12,Thursday,15,0,1,20,36,normal
1665,8:30:00 PM,19,Thursday,105,19,10,25,159,high
1666,5:30:00 AM,4,Saturday,106,19,10,17,152,normal
1667,8:30:00 AM,31,Tuesday,110,40,50,2,202,heavy
1668,6:45:00 AM,23,Monday,135,13,20,3,171,heavy
1669,6:00:00 AM,16,Monday,134,15,42,5,196,heavy
1670,6:00:00 PM,21,Sunday,112,34,39,9,194,heavy
1671,9:00:00 PM,24,Tuesday,102,18,19,29,168,heavy
1672,9:45:00 PM,24,Tuesday,104,15,10,32,161,high
1673,8:15:00 AM,19,Thursday,140,20,44,4,208,heavy
1674,3:00:00 AM,4,Saturday,17,0,1,30,48,normal
1675,7:00:00 AM,15,Sunday,105,16,22,3,146,normal
1676,6:15:00 AM,23,Monday,135,20,31,0,186,heavy
1677,1:45:00 PM,13,Friday,172,62,20,2,256,heavy
1678,4:15:00 AM,28,Saturday,97,22,4,18,141,normal
1679,8:45:00 PM,14,Saturday,99,13,20,30,162,high
1680,6:45:00 PM,7,Tuesday,56,19,16,13,104,normal
1681,4:45:00 PM,6,Monday,135,29,39,7,210,heavy
1682,1:30:00 PM,18,Wednesday,96,23,31,14,164,high
1683,6:15:00 AM,19,Thursday,103,11,35,5,154,high
1684,8:00:00 AM,21,Sunday,102,16,43,4,165,high
1685,4:45:00 PM,22,Saturday,150,29,27,7,213,heavy
1686,10:15:00 AM,7,Tuesday,22,7,39,23,91,normal
1687,6:30:00 PM,23,Monday,132,29,25,7,193,heavy
1688,4:15:00 PM,20,Friday,78,22,12,1,113,normal
1689,8:30:00 PM,15,Sunday,59,23,10,35,127,high
1690,4:15:00 AM,5,Sunday,93,4,1,16,114,normal
1691,8:00:00 AM,20,Friday,54,18,3,12,87,low
1692,12:45:00 AM,19,Thursday,14,2,0,15,31,normal
1693,7:30:00 AM,18,Wednesday,141,24,47,4,216,heavy
1694,9:00:00 PM,27,Friday,24,11,6,2,43,low
1695,8:00:00 PM,27,Friday,31,6,0,15,52,normal
1696,11:15:00 PM,12,Thursday,13,1,0,29,43,normal
1697,3:15:00 PM,22,Saturday,81,26,13,17,137,normal
1698,8:30:00 AM,11,Wednesday,125,31,45,0,201,heavy
1699,5:45:00 PM,15,Sunday,121,39,47,8,215,heavy
1700,10:30:00 AM,18,Wednesday,37,3,32,18,90,normal
1701,12:15:00 AM,24,Tuesday,18,4,1,39,62,normal
1702,4:30:00 AM,5,Sunday,114,12,7,18,151,normal
1703,4:00:00 AM,20,Friday,13,0,0,38,51,normal
1704,5:15:00 PM,29,Sunday,104,31,41,9,185,heavy
1705,3:45:00 AM,30,Monday,15,3,1,26,45,normal
1706,3:30:00 PM,14,Saturday,19,14,24,6,63,normal
1707,3:45:00 AM,26,Thursday,11,4,1,38,54,normal
1708,5:30:00 PM,10,Tuesday,136,30,20,9,195,heavy
1709,12:15:00 PM,1,Wednesday,64,10,4,28,106,normal
1710,11:00:00 PM,9,Thursday,11,0,1,30,42,normal
1711,2:45:00 PM,3,Friday,139,43,27,3,212,heavy
1712,2:00:00 AM,4,Saturday,14,0,1,12,27,low
1713,4:00:00 AM,22,Saturday,13,4,0,17,34,normal
1714,2:15:00 AM,6,Monday,11,3,1,10,25,low
1715,8:15:00 PM,9,Thursday,91,13,18,13,135,normal
1716,8:30:00 AM,21,Sunday,117,19,42,3,181,heavy
1717,10:30:00 AM,19,Thursday,29,15,25,5,74,normal
1718,1:15:00 AM,23,Monday,11,5,1,31,48,normal
1719,6:45:00 PM,4,Saturday,97,13,11,15,136,normal
1720,8:15:00 AM,16,Monday,102,17,33,0,152,high
1721,2:30:00 AM,21,Sunday,20,3,0,24,47,normal
1722,3:15:00 AM,16,Monday,16,2,1,27,46,normal
1723,4:15:00 AM,16,Monday,61,4,5,17,87,normal
1724,10:15:00 PM,10,Tuesday,10,0,1,24,35,normal
1725,1:45:00 PM,3,Friday,142,55,21,1,219,heavy
1726,3:15:00 PM,29,Sunday,95,22,28,9,154,high
1727,5:45:00 PM,5,Sunday,103,24,28,8,163,high
1728,2:15:00 AM,10,Tuesday,34,0,4,7,45,low
1729,10:15:00 PM,23,Monday,17,1,1,36,55,normal
1730,6:00:00 AM,24,Tuesday,109,40,38,0,187,heavy
1731,3:30:00 PM,7,Tuesday,39,12,21,9,81,normal
1732,1:00:00 AM,27,Friday,12,3,0,26,41,normal
1733,11:15:00 PM,7,Tuesday,15,4,0,26,45,normal
1734,1:00:00 AM,4,Saturday,15,5,0,10,30,low
1735,7:45:00 AM,28,Saturday,118,32,21,5,176,heavy
1736,3:30:00 PM,4,Saturday,38,27,12,18,95,normal
1737,1:15:00 PM,24,Tuesday,45,17,24,11,97,normal
1738,2:00:00 PM,8,Wednesday,93,10,9,15,127,normal
1739,6:00:00 PM,20,Friday,89,26,0,2,117,normal
1740,10:45:00 PM,23,Monday,11,1,0,19,31,normal
1741,11:45:00 PM,29,Sunday,16,1,0,12,29,low
1742,12:30:00 AM,13,Friday,19,3,0,16,38,normal
1743,8:00:00 PM,17,Tuesday,61,23,13,18,115,normal
1744,12:45:00 AM,20,Friday,13,4,1,14,32,normal
1745,2:15:00 AM,8,Wednesday,11,3,1,34,49,normal
1746,10:45:00 AM,10,Tuesday,41,23,20,17,101,normal
1747,12:45:00 PM,22,Saturday,41,5,4,25,75,normal
1748,7:15:00 PM,18,Wednesday,51,23,15,13,102,normal
1749,8:15:00 AM,15,Sunday,108,35,39,0,182,heavy
1750,5:45:00 AM,23,Monday,117,10,10,18,155,normal
1751,1:30:00 PM,6,Monday,96,20,14,18,148,normal
1752,1:30:00 PM,22,Saturday,101,28,18,20,167,normal
1753,1:45:00 PM,11,Wednesday,54,29,37,9,129,high
1754,6:30:00 PM,10,Tuesday,105,15,21,9,150,normal
1755,10:00:00 PM,1,Wednesday,17,4,0,36,57,normal
1756,9:45:00 PM,7,Tuesday,102,5,19,11,137,normal
1757,2:30:00 PM,10,Tuesday,110,17,23,20,170,heavy
1758,12:00:00 PM,29,Sunday,55,7,8,27,97,normal
1759,7:30:00 AM,27,Friday,30,9,7,10,56,low
1760,5:15:00 PM,23,Monday,119,25,32,9,185,heavy
1761,6:45:00 AM,21,Sunday,123,14,26,3,166,high
1762,4:45:00 PM,15,Sunday,105,38,23,5,171,heavy
1763,5:15:00 PM,5,Sunday,138,15,31,10,194,heavy
1764,3:30:00 AM,22,Saturday,19,2,1,23,45,normal
1765,6:30:00 PM,8,Wednesday,121,21,49,8,199,heavy
1766,1:00:00 AM,31,Tuesday,12,0,0,33,45,normal
